Region,District,0-28 DAYS FEMALE,0-28 DAYS MALE,0-28 DAYS TOTAL,10-19 YEARS FEMALE,10-19 YEARS MALE,10-19YRS TOTAL,20+ YRS FEMALE,20+ YRS MALE,20+ YRS TOTAL,5-9YRS FEMALE,5-9YRS MALE,5-9YRS TOTAL,29 DAYS-4YRS FEMALE,29DAYS - 4YRS MALE,29 DAYS - 4YRS TOTAL,0-28 DAYS (B/S & RDT) FEMALE,0-28 DAYS (B/S & RDT) MALE,0-28 DAYS (B/S & RDT) TOTAL,10-19 YRS (B/S & RDT) FEMALE,10-19 YRS (B/S & RDT) MALE,10-19 YRS (B/S & RDT) TOTAL,20+ (B/S &RDT) FEMALE,20+ (B/S & RDT) MALE,20 + (B/S & RDT) TOTAL,29DAYS-4YRS (B/S & RDT) FEMALE,29DAYS-4YRS (B/S & RDT) MALE,29DAYS-4 YRS (B/S & RDT) TOTAL,5-9YRS (B/S & RDT) FEMALE,5-9YRS (B/S & RDT) MALE,5-9YRS (B/S & RDT) TOTAL,TOTAL CASES CONFIRMED(B/S & RDT),0-28 DAYS FEMALE CT,0-28 DAYS MALE CT,0-28 DAYS TOTAL CT,10-19 YRS FEMALE CT,10-19 YRS MALE CT,10-19 YRS CT TOTAL,20 + YRS FEMALE CT,20 + YRS MALE CT,20 + YRS CT TOTAL,29DAYS - 4YRS FEMALE CT,29 DAYS - 4YRS MALE CT,29 DAYS - 4YRS CT TOTAL,5-9YRS FEMALE CT,5-9YRS MALE CT,5-9YRS CT TOTAL,PREG 10-19YRS,PREG 20 + YRS,TOTAL PREG,TOTAL CASES TREATED MALE ,TOTAL CASES TREATED FEMALE,TOTAL CASES TREATED ,TOTAL CASES FEMALE,TOTAL CASES MALE,GRAND TOTAL CASES,<5YRS FEMALES TOTAL,<5YRS MALE TOTAL,< 5YRS GRAND TOTAL,AREA(Km2),TOTAL POPULATION,POPULATION DENSITY(People per km2),CORDINATES (LATITUDE ° N),CORDINATES (LONGITUDE ° E),Year,Incidence_Rate,POPULATION DENSITY
Busoga,Iganga District,34,19,53,30037,18056,48093,53929,26054,79983,18151,14109,32260,25978,22825,48803,30,18,48,28974,17169,46143,51858,24688,76546,25065,22211,47276,17473,13484,30957,200970,29,17,46,28196,16631,44827,50548,23515,74063,24647,21666,46313,16915,13100,30015,1871,4206,6077,74929,120335,195264,128129,81063,209192,26012,22844,48856,633,398518.9621,629.57182,0.7236,33.4832,2021,504.2921896,629.5718201
Ankole,Isingiro District,9,2,11,19619,14886,34505,34204,21570,55774,11465,9073,20538,14141,13268,27409,9,2,11,19114,14588,33702,32199,20127,52326,13495,12525,26020,11195,8829,20024,132083,9,2,11,18441,14082,32523,32444,20951,53395,13569,12760,26329,10880,8586,19466,445,1189,1634,56381,75343,131724,79438,58799,138237,14150,13270,27420,2536,586227.0097,231.1620701,0.8435,30.8039,2021,225.3103283,231.1620701
Busoga,Jinja City,146,69,215,10116,6417,16533,22781,12949,35730,6078,5208,11286,8749,8014,16763,113,28,141,8684,5572,14256,18067,9472,27539,7310,6740,14050,5092,4222,9314,65300,112,26,138,8451,5414,13865,17495,9249,26744,7096,6490,13586,4929,4106,9035,372,1245,1617,25285,38083,63368,47870,32657,80527,8895,8083,16978,179,269135.8067,1503.551993,0.5349,33.2139,2021,242.6284366,1503.551993
Busoga,Jinja District,38,26,64,16497,9211,25708,31265,15108,46373,11286,8339,19625,18488,15081,33569,34,24,58,15670,8742,24412,28949,14175,43124,17465,14257,31722,10842,7994,18836,118152,34,23,57,15415,8672,24087,28504,14027,42531,17159,14004,31163,10675,7916,18591,845,1804,2649,44642,71787,116429,77574,47765,125339,18526,15107,33633,499,262520.7968,526.0937812,0.5349,33.2139,2021,450.0672002,526.0937812
Karamoja,Kaabong District,181,114,295,5302,3805,9107,11093,5919,17012,3060,2797,5857,8421,8039,16460,13,18,31,5191,3721,8912,10646,5700,16346,8233,7899,16132,3006,2665,5671,47092,13,18,31,5178,3708,8886,10582,5668,16250,8229,7894,16123,2988,2657,5645,137,1131,1268,19945,26990,46935,28057,20674,48731,8602,8153,16755,4751,206970.9808,43.56366677,3.5696,34.242,2021,227.5294818,43.56366676
Kigezi,Kabale District,1,0,1,330,341,671,1220,1683,2903,120,75,195,184,169,353,1,0,1,297,320,617,1165,1620,2785,155,140,295,111,65,176,3874,1,0,1,290,306,596,1088,1532,2620,150,146,296,109,64,173,1,37,38,2048,1638,3686,1855,2268,4123,185,169,354,561,267843.3353,477.4391003,1.3505,30.0203,2021,14.46367891,477.4391004
Tooro,Kabarole District,15,1,16,3603,3102,6705,8163,6148,14311,2020,1790,3810,2409,2254,4663,1,1,2,3059,2682,5741,6902,5153,12055,1997,1745,3742,1780,1590,3370,24910,1,1,2,2970,2580,5550,6760,5180,11940,1860,1663,3523,1634,1472,3106,44,211,255,10896,13225,24121,16210,13295,29505,2424,2255,4679,1184,219719.8361,185.5741859,0.6833,0,2021,113.3716484,185.5741859
Teso,Kaberamaido District,20,3,23,15630,8646,24276,14706,5369,20075,8163,6736,14899,9487,8704,18191,20,3,23,14795,8307,23102,14715,4999,19714,9044,8221,17265,7840,6402,14242,74346,20,3,23,15181,8381,23562,13941,5012,18953,9162,8359,17521,7922,6527,14449,743,1273,2016,28282,46226,74508,48006,29458,77464,9507,8707,18214,689,129112.5485,187.391217,1.6325,0,2021,575.8231935,187.391217
Bunyoro,Kagadi District,12,12,24,11592,7575,19167,17745,10011,27756,6131,4824,10955,7282,6993,14275,9,9,18,10853,7197,18050,17125,9301,26426,6810,6145,12955,5718,4513,10231,67680,8,10,18,10751,7080,17831,16184,9197,25381,6431,5947,12378,5683,4411,10094,1018,1712,2730,26645,39057,65702,42762,29415,72177,7294,7005,14299,1420,431311.1198,303.7402252,0.95,30.8,2021,156.9168911,303.7402252
Bunyoro,Kakumiro District,6,6,12,9677,6061,15738,14353,6834,21187,5004,4025,9029,7309,6217,13526,5,4,9,9322,5839,15161,13726,6475,20201,7013,5986,12999,4840,3900,8740,57110,5,3,8,9219,5760,14979,13586,6460,20046,6930,5929,12859,4744,3815,8559,738,1881,2619,21967,34484,56451,36349,23143,59492,7315,6223,13538,1701,382158.8542,224.6671688,1.0028,31.3084,2021,149.4404732,224.6671688
Teso,Kalaki District,28,30,58,9893,4410,14303,9176,3183,12359,6027,4868,10895,6082,5911,11993,28,30,58,9893,4410,14303,9176,3183,12359,6082,5911,11993,6027,4868,10895,49608,28,30,58,9655,4269,13924,8990,3150,12140,5969,5789,11758,5845,4724,10569,563,1301,1864,17962,30487,48449,31206,18402,49608,6110,5941,12051,658,136457.3207,207.3819463,0,0,2021,363.5422398,207.3819464
South Central,Kalangala District,11,81,92,1357,1224,2581,3597,3681,7278,876,787,1663,1089,1088,2177,10,4,14,1286,1210,2496,3475,3629,7104,1044,1070,2114,802,737,1539,13267,10,4,14,1259,1172,2431,3434,3573,7007,1047,1055,2102,794,736,1530,37,334,371,6540,6544,13084,6930,6861,13791,1100,1169,2269,452,67696.95749,149.7720298,0.6351,32.5373,2021,195.9763111,149.7720298
Busoga,Kaliro District,46,39,85,12549,6560,19109,26866,13294,40160,7617,5271,12888,15155,13371,28526,44,37,81,12523,6547,19070,26757,13269,40026,15098,13316,28414,7587,5262,12849,100440,44,37,81,12431,6491,18922,26488,13158,39646,15034,13259,28293,7570,5242,12812,3339,5615,8954,38187,61567,99754,62233,38535,100768,15201,13410,28611,779,250256.3912,321.2533905,0.8927,33.5028,2021,401.3483912,321.2533905
South Central,Kalungu District,8,9,17,4178,3372,7550,5420,3180,8600,2069,1926,3995,2090,2178,4268,16,7,23,4016,3254,7270,5050,2972,8022,1904,1989,3893,2011,1860,3871,23079,16,7,23,3956,3214,7170,4827,2889,7716,1909,1976,3885,1944,1831,3775,138,395,533,9917,12652,22569,13765,10665,24430,2098,2187,4285,790,206203.6432,261.0172699,0.0953,31.7651,2021,111.9233377,261.0172699
Kampala,Kampala,707,659,1366,23499,19083,42582,62017,52319,114336,16314,15567,31881,20008,19255,39263,263,228,491,15280,12683,27963,37183,32677,69860,12461,12077,24538,10551,9820,20371,143223,297,249,546,14883,12338,27221,36888,32950,69838,12352,11765,24117,11227,9614,20841,1046,3498,4544,66916,75647,142563,122545,106883,229428,20715,19914,40629,195,1705087.479,8744.038353,0.3152,32.5816,2021,83.99744985,8744.038354
Kampala,Kampala District,707,659,1366,23499,19083,42582,62017,52319,114336,16314,15567,31881,20008,19255,39263,263,228,491,15280,12683,27963,37183,32677,69860,12461,12077,24538,10551,9820,20371,143223,297,249,546,14883,12338,27221,36888,32950,69838,12352,11765,24117,11227,9614,20841,1046,3498,4544,66916,75647,142563,122545,106883,229428,20715,19914,40629,195,1705087.479,8744.038353,0.3152,32.5816,2021,83.99744985,8744.038354
Busoga,Kamuli District,33,9,42,42587,23236,65823,73779,34521,108300,26376,19245,45621,50512,41748,92260,30,9,39,41998,22829,64827,72275,33746,106021,49326,40781,90107,25972,18905,44877,305871,30,9,39,40923,22280,63203,70424,32906,103330,47711,39696,87407,25316,18326,43642,4123,7284,11407,113217,184404,297621,193287,118759,312046,50545,41757,92302,1515,523472.4615,345.5263772,0.9187,33.1239,2021,584.3115398,345.5263772
Tooro,Kamwenge District,99,146,245,24444,15246,39690,32876,16030,48906,12581,9555,22136,16332,14914,31246,99,75,174,23487,14848,38335,31037,15421,46458,15914,14414,30328,12279,9292,21571,136866,95,80,175,22636,14382,37018,30157,15094,45251,15064,13762,28826,11809,8865,20674,713,2349,3062,52183,79761,131944,86332,55891,142223,16431,15060,31491,1695,315662.2279,186.2314029,0.2903,30.574,2021,433.5837104,186.2314029
Kigezi,Kanungu District,8,8,16,10267,8108,18375,14192,8964,23156,4285,3520,7805,4341,3761,8102,11,5,16,9841,7761,17602,13411,8508,21919,4192,3648,7840,4161,3409,7570,54947,11,5,16,9995,7855,17850,13759,8683,22442,4186,3673,7859,4161,3433,7594,156,516,672,23649,32112,55761,33093,24361,57454,4349,3769,8118,1275,291412.7654,228.5590317,0.8195,0,2021,188.5538539,228.5590317
Bugisu,Kapchorwa District,4,3,7,913,830,1743,2017,1445,3462,478,424,902,429,399,828,4,3,7,853,800,1653,1860,1380,3240,405,376,781,456,411,867,6548,4,3,7,844,793,1637,1843,1371,3214,400,369,769,452,409,861,9,27,36,2945,3543,6488,3841,3101,6942,433,402,835,212,124365.4325,586.6293984,1.3514,34.3754,2021,52.65128636,586.6293986
Teso,Kapelebyong District,11,9,20,10159,4269,14428,12033,4024,16057,3753,2573,6326,2903,2571,5474,11,9,20,10119,4257,14376,12020,4001,16021,2890,2561,5451,3734,2557,6291,42159,11,9,20,10144,4257,14401,12070,4001,16071,2891,2556,5447,3734,2557,6291,638,1133,1771,13380,28850,42230,28859,13446,42305,2914,2580,5494,1203,123763.9238,102.8794047,2.211,33.7518,2021,340.6404605,102.8794047
Karamoja,Karamoja,356,287,643,58185,34250,92435,96868,46516,143384,40584,32024,72608,114916,103483,218399,140,129,269,55677,32623,88300,88970,42640,131610,110343,99546,209889,39328,30923,70251,500319,140,132,272,55293,32561,87854,88788,42941,131729,109376,98718,208094,39059,30783,69842,2879,7301,10180,205135,292656,497791,310909,216560,527469,115272,103770,219042,27407,1311702.767,47.8601367,2.8309,34.1532,2021,381.4271134,47.86013672
Karamoja,Karenga District,5,1,6,4931,2811,7742,7468,3102,10570,2326,1728,4054,5220,5244,10464,5,1,6,4890,2759,7649,7740,3031,10771,5082,5064,10146,2283,1893,4176,32748,5,1,6,4882,2756,7638,7691,3020,10711,5091,5077,10168,2291,1798,4089,252,692,944,12652,19960,32612,19950,12886,32836,5225,5245,10470,25702,82035.68843,3.191801744,3.5691,33.6931,2021,399.1921154,3.191801744
Tooro,Kasese District,112,70,182,32850,27984,60834,50210,32629,82839,14747,12983,27730,15789,14368,30157,99,58,157,31062,26771,57833,46013,31676,77689,14561,13197,27758,13940,12242,26182,189619,99,58,157,30287,26017,56304,46285,30180,76465,14055,12798,26853,13433,11841,25274,665,1236,1901,80894,104159,185053,113708,88034,201742,15901,14438,30339,2795,802700.156,287.191469,0.1699,0,2021,236.2264397,287.1914691
North Central,Kassanda District,13,12,25,7820,5728,13548,13257,7436,20693,5060,4300,9360,6004,5449,11453,7,6,13,7593,5737,13330,12967,7307,20274,5715,5335,11050,4960,4271,9231,53898,7,6,13,7338,5523,12861,12104,6950,19054,5563,5167,10730,4745,4098,8843,685,1964,2649,21744,29757,51501,32154,22925,55079,6017,5461,11478,1819,300614.9413,165.263849,0.5761,31.7195,2021,179.2924855,165.263849
Teso,Katakwi District,7,4,11,26263,13275,39538,28535,12909,41444,13571,10264,23835,15045,13699,28744,7,4,11,26151,13261,39412,28499,12793,41292,15038,13693,28731,13558,10246,23804,133250,7,4,11,25727,13062,38789,27761,12598,40359,14454,13151,27605,13241,10396,23637,2186,4990,7176,49211,81190,130401,83421,50151,133572,15052,13703,28755,2306,211395.4934,91.67193991,1.9142,33.9583,2021,630.3351025,91.6719399
North Central,Kayunga District,16,19,35,14895,9052,23947,22324,11875,34199,8105,6515,14620,12079,11362,23441,16,39,55,14765,8985,23750,22190,11839,34029,11958,11266,23224,8039,6457,14496,95554,16,18,34,14617,8858,23475,21899,11614,33513,11770,11136,22906,7927,6394,14321,1156,2546,3702,38020,56229,94249,57419,38823,96242,12095,11381,23476,1596,416507.3038,260.9694886,0.7014,32.9029,2021,229.4173455,260.9694886
Ankole,Kazo District,49,38,87,10388,7994,18382,13221,7927,21148,4858,4032,8890,3095,2785,5880,38,28,66,9915,7719,17634,12137,7513,19650,2911,2635,5546,4630,3856,8486,51382,32,23,55,9545,7394,16939,11762,7281,19043,2783,2522,5305,4446,3700,8146,147,721,868,20920,28568,49488,31611,22776,54387,3144,2823,5967,1558,198785.9659,127.5904787,0.3576,32.5571,2021,258.4790117,127.5904788
Bunyoro,Kibaale District,25,19,44,4076,2685,6761,6224,3755,9979,1949,1596,3545,3287,3017,6304,14,8,22,3807,2450,6257,5692,3316,9008,3094,2853,5947,1788,1445,3233,24467,15,9,24,3777,2419,6196,5665,3328,8993,3047,2750,5797,1785,1428,3213,433,1168,1601,9934,14289,24223,15561,11072,26633,3312,3036,6348,1153,203175.7842,176.2149039,0.8088,31.0335,2021,120.4228156,176.2149039
North Central,Kiboga District,1,5,6,6139,12661,18800,10088,6987,17075,3609,3318,6927,4347,4339,8686,1,5,6,6037,5343,11380,9624,6693,16317,4116,4003,8119,3528,3241,6769,42591,1,5,6,5928,5186,11114,9416,6633,16049,4048,3961,8009,3487,3168,6655,182,569,751,18953,22880,41833,24184,27310,51494,4348,4344,8692,1586,171952.8458,108.4191966,0.8658,31.9473,2021,247.6899978,108.4191966
Bukedi,Kibuku District,11,8,19,17881,8034,25915,25790,6332,32122,15276,11754,27030,20530,17616,38146,6,7,13,17692,7901,25593,25612,6203,31815,20353,17538,37891,15144,11629,26773,122085,6,7,13,17663,7913,25576,25580,6207,31787,20353,17571,37924,15122,11608,26730,804,1693,2497,43306,78724,122030,79488,43744,123232,20541,17624,38165,484,234155.4018,483.7921524,1.0453,33.7993,2021,521.3845124,483.7921525
Kigezi,Kigezi,13,11,24,19288,15942,35230,29039,21666,50705,8115,6865,14980,8689,7795,16484,15,23,38,18387,15306,33693,26805,20551,47356,8125,7292,15417,7794,6604,14398,110902,15,7,22,18373,15220,33593,26803,20378,47181,8006,7240,15246,7688,6544,14232,285,1020,1305,49389,60885,110274,65144,52279,117423,8702,7806,16508,4993,1652666.709,330.9967373,0.2667,31.6167,2021,67.10487928,330.9967372
Bunyoro,Kikuube District,62,58,120,22353,12354,34707,29327,14253,43580,16077,9477,25554,22792,19192,41984,55,57,112,20465,11641,32106,27617,12844,40461,18931,17965,36896,10763,8887,19650,129225,67,58,125,21376,45502,66878,27586,13362,40948,19632,18604,38236,11310,9400,20710,1247,3321,4568,86926,79971,166897,90611,55334,145945,22854,19250,42104,2098,341712.6926,162.8754493,1.2375,30.9876,2021,378.1685691,162.8754493
Ankole,Kiruhura District,0,0,0,4365,4222,8587,6052,4458,10510,2083,2089,4172,1694,1782,3476,0,0,0,4365,4222,8587,6052,4452,10504,1692,1776,3468,2083,2089,4172,26731,2,2,4,4361,4218,8579,6002,4422,10424,1681,1759,3440,2072,2079,4151,50,259,309,12480,14118,26598,14194,12551,26745,1694,1782,3476,3003,186084.8451,61.96631537,0.322,30.8039,2021,143.6495271,61.96631538
Bunyoro,Kiryandongo District,69,15,84,12908,9509,22417,13449,6569,20018,6414,5215,11629,10613,9268,19881,14,12,26,12359,9254,21613,12902,6240,19142,9686,8837,18523,6129,4983,11112,70416,15,12,27,12046,8970,21016,12282,6397,18679,9486,8803,18289,6228,5104,11332,1318,2531,3849,29286,40057,69343,43453,30576,74029,10682,9283,19965,3582,331939.7962,92.66884317,2.018,32.0837,2021,212.1348534,92.66884316
Kigezi,Kisoro District,1,1,2,517,605,1122,1718,1751,3469,254,213,467,430,405,835,1,0,1,410,532,942,1336,1554,2890,269,265,534,218,187,405,4772,1,0,1,404,523,927,1326,1523,2849,267,262,529,216,183,399,2,23,25,2491,2214,4705,2920,2975,5895,431,406,837,690,381016.9748,552.1985142,1.1539,29.6499,2021,12.52437638,552.1985142
Tooro,Kitagwenda District,1,1,2,5922,4203,10125,8784,4813,13597,2106,1828,3934,3068,2454,5522,1,1,2,5733,4071,9804,8349,4579,12928,2987,2386,5373,2029,1788,3817,31924,1,1,2,5670,4035,9705,8385,4537,12922,2974,2375,5349,2007,1772,3779,321,764,1085,12720,19037,31757,19881,13299,33180,3069,2455,5524,677,171493.666,253.31413,0,0,2021,186.1526478,253.31413
Acholi,Kitgum District,36,24,60,26680,14109,40789,24974,8931,33905,12018,9612,21630,15799,15589,31388,31,17,48,25760,13561,39321,23195,8455,31650,15022,14859,29881,11539,9161,20700,121600,25,17,42,25331,13445,38776,23135,8438,31573,14999,14819,29818,11461,9150,20611,1041,1691,2732,45869,74951,120820,79507,48265,127772,15835,15613,31448,4391,228365.371,52.00759985,3.3397,33.1689,2021,532.4800317,52.00759986
West Nile,Koboko District,186,74,260,22003,11099,33102,28895,9770,38665,13137,9513,22650,18046,15741,33787,49,47,96,19629,9821,29450,24202,8160,32362,15850,13462,29312,11600,8315,19915,111135,29,29,58,20446,10181,30627,26313,8891,35204,16775,14475,31250,12067,8762,20829,987,2294,3281,42338,75630,117968,82267,46197,128464,18232,15815,34047,739,250280.0463,338.6739463,3.5237,31.0335,2021,444.0425901,338.6739463
Lango,Kole District,5,8,13,14158,5978,20136,19316,7020,26336,5803,4079,9882,10717,9706,20423,5,7,12,14142,5966,20108,19248,6992,26240,10696,9668,20364,5788,4063,9851,76575,5,7,12,14141,5966,20107,19246,6992,26238,10695,9667,20362,5787,4063,9850,1969,4340,6309,26695,49874,76569,49999,26791,76790,10722,9714,20436,1073,276599.7132,257.7816526,2.3031,0,2021,276.8441048,257.7816526
Karamoja,Kotido District,25,31,56,7818,4804,12622,16944,8729,25673,6466,4903,11369,19011,17562,36573,24,30,54,7317,4452,11769,15600,7942,23542,18386,16996,35382,6114,4591,10705,81452,25,31,56,7347,4498,11845,15476,8134,23610,18451,17003,35454,6181,4619,10800,296,1041,1337,34285,47480,81765,50264,36029,86293,19036,17593,36629,3610,207332.6229,57.43285953,3.0352,0,2021,392.8566516,57.43285953
Teso,Kumi District,6,20,26,21188,11214,32402,30958,15121,46079,10682,8527,19209,12691,11590,24281,6,11,17,21084,11113,32197,30402,14938,45340,12509,11491,24000,10608,8406,19014,120568,5,11,16,20957,11081,32038,30293,14851,45144,12493,11475,23968,10565,8405,18970,1117,2007,3124,45823,74313,120136,75525,46472,121997,12697,11610,24307,1005,271752.9326,270.4009279,1.4877,33.9304,2021,443.6677052,270.400928
Lango,Kwania District,30,24,54,11987,5175,17162,14948,6577,21525,5160,3673,8833,6868,5846,12714,28,22,50,11563,5013,16576,14168,6357,20525,6564,5595,12159,5027,3597,8624,57934,28,22,50,11561,5011,16572,13924,6354,20278,6562,5594,12156,5026,3597,8623,599,1126,1725,20578,37101,57679,38993,21295,60288,6898,5870,12768,1223,205705.1132,168.197149,1.9033,32.7633,2021,281.6361689,168.197149
Bugisu,Kween District,5,2,7,2220,2251,4471,4548,3411,7959,921,820,1741,811,715,1526,4,2,6,1909,2068,3977,3616,3011,6627,617,545,1162,792,747,1539,13311,4,2,6,1858,2027,3885,3503,2908,6411,595,524,1119,772,730,1502,22,83,105,6191,6732,12923,8505,7199,15704,816,717,1533,851,117365.6123,137.9149381,1.4126,34.5528,2021,113.4148218,137.9149381
North Central,Kyankwanzi District,11,7,18,5878,3820,9698,10539,5337,15876,3353,2920,6273,4434,4304,8738,9,5,14,5270,3516,8786,8316,6388,14704,3997,3902,7899,3075,2686,5761,37164,9,5,14,5069,3380,8449,7913,4397,12310,3803,3715,7518,2986,2564,5550,1608,1067,2675,14061,19780,33841,24215,16388,40603,4445,4311,8756,2455,257542.4177,104.9052618,1.2061,31.8164,2021,144.3024428,104.9052618
Tooro,Kyegegwa District,81,22,103,14159,10395,24554,24286,14256,38542,8638,7654,16292,10472,9456,19928,66,16,82,12885,9327,22212,21914,13057,34971,9343,8793,18136,7872,6955,14827,90228,66,16,82,13392,9972,23364,22650,13654,36304,9944,9045,18989,8255,7219,15474,750,2081,2831,39906,54307,94213,57636,41783,99419,10553,9478,20031,1882,421566.5349,223.9992215,0.4818,31.055,2021,214.0302717,223.9992215
Tooro,Kyenjojo District,65,36,101,13877,9321,23198,19859,12487,32346,6223,5385,11608,8516,8008,16524,35,29,64,12936,8844,21780,17634,11359,28993,7909,7355,15264,5865,5070,10935,77036,31,28,59,12940,8876,21816,17596,11357,28953,7911,7347,15258,5901,5100,11001,415,856,1271,32708,44379,77087,48540,35237,83777,8581,8044,16625,2352,504167.4637,214.3569148,0.6093,30.6401,2021,152.7984361,214.3569148
South Central,Kyotera District,12,8,20,13021,11211,24232,18309,11113,29422,6828,6342,13170,6042,5938,11980,12,8,20,13021,11211,24232,18309,11113,29422,6042,5938,11980,6828,6342,13170,78824,12,8,20,13021,11211,24232,18309,11113,29422,6042,5938,11980,6828,6342,13170,228,658,886,34612,44212,78824,44212,34612,78824,6054,5946,12000,1723,264466.6076,153.4919371,0.6359,31.5456,2021,298.04897,153.4919371
Acholi,Lamwo District,25,22,47,43426,28582,72008,27793,10158,37951,19503,16514,36017,19376,18936,38312,24,18,42,42917,28293,71210,27235,10040,37275,19163,18763,37926,19308,16402,35710,182163,24,18,42,42097,28178,70275,27205,10015,37220,18988,18688,37676,19296,16364,35660,875,1932,2807,73263,107610,180873,110123,74212,184335,19401,18958,38359,5588,185600.8488,33.21418196,3.491,32.808,2021,981.4771925,33.21418196
Lango,Lango,257,291,548,148392,69358,217750,196748,73721,270469,73764,56505,130269,98787,88889,187676,247,200,447,145903,68055,213958,190809,71438,262247,96838,87032,183870,72517,55505,128022,788544,245,199,444,144131,67317,211448,188811,71093,259904,95831,85933,181764,71703,54798,126501,10429,20120,30549,279340,500721,780061,517948,288764,806712,99044,89180,188224,12856,2389913.768,185.8987063,0,0,2021,329.9466326,185.8987063
Lango,Lira City,19,14,33,6822,3698,10520,13184,5863,19047,3738,3017,6755,5847,5631,11478,19,13,32,6538,3481,10019,12230,5458,17688,5526,5290,10816,3465,2806,6271,44826,19,13,32,6366,3404,9770,11943,5351,17294,5429,5139,10568,3402,2762,6164,367,1086,1453,16669,27159,43828,29610,18223,47833,5866,5645,11511,285,233170.7844,818.1431032,2.2596,32.8903,2021,192.245354,818.1431032
Lango,Lira District,15,28,43,10541,5012,15553,16343,5506,21849,5711,4437,10148,8376,7319,15695,11,26,37,10236,4880,15116,15173,5265,20438,8108,7039,15147,5554,4304,9858,60596,11,26,37,9934,4819,14753,15030,5230,20260,7973,6847,14820,5496,4239,9735,538,1050,1588,21161,38444,59605,40986,22302,63288,8391,7347,15738,1046,228884.2586,218.8186029,2.2316,32.9438,2021,264.7451615,218.8186029
Busoga,Luuka District,43,41,84,23881,12104,35985,40827,16571,57398,15656,11097,26753,24186,20372,44558,43,41,84,23872,12046,35918,40784,16544,57328,24151,20353,44504,15629,11074,26703,164537,43,41,84,23869,11965,35834,40553,16511,57064,24120,20333,44453,15610,10992,26602,2072,5165,7237,59842,104195,164037,104593,60185,164778,24229,20413,44642,650,278988.6922,429.2133727,0.7251,33.3037,2021,589.7622542,429.2133726
North Central,Luwero District,160,115,275,22026,18714,40740,27776,17224,45000,12982,12529,25511,13311,12179,25490,78,92,170,20265,17405,37670,25287,15885,41172,11503,11223,22726,12097,11621,23718,125456,70,111,181,20161,17259,37420,25067,15728,40795,11417,11298,22715,12002,11622,23624,943,2760,3703,56018,68717,124735,76255,60761,137016,13471,12294,25765,2216,563363.6111,254.2254563,0.8271,0,2021,222.6909895,254.2254563
